0.000000 ; 0.000000
0.500000 ; 3.530192
1.000000 ; 2.145884
1.500000 ; 1.135999
2.000000 ; 0.557619
2.500000 ; 0.263560
3.000000 ; 0.122345
3.500000 ; 0.056317
4.000000 ; 0.025823
4.500000 ; 0.011819
5.000000 ; 0.005405
5.500000 ; 0.002471
6.000000 ; 0.001130
6.500000 ; 0.000516
7.000000 ; 0.000236
7.500000 ; 0.000108
8.000000 ; 0.000049
8.500000 ; 0.000023
9.000000 ; 0.000010
9.500000 ; 0.000005
10.000000 ; 0.000002
10.500000 ; 0.000001
11.000000 ; 0.000000
11.500000 ; 0.000000
12.000000 ; 0.000000
12.500000 ; 0.000000
13.000000 ; 0.000000
13.500000 ; 0.000000
14.000000 ; 0.000000
14.500000 ; 0.000000
15.000000 ; 0.000000
15.500000 ; 0.000000
16.000000 ; 0.000000
16.500000 ; 0.000000
17.000000 ; 0.000000
17.500000 ; 0.000000
18.000000 ; 0.000000
18.500000 ; 0.000000
19.000000 ; 0.000000
19.500000 ; 0.000000
20.000000 ; 0.000000
20.500000 ; 0.000000
21.000000 ; 0.000000
21.500000 ; 0.000000
22.000000 ; 0.000000
22.500000 ; 0.000000
23.000000 ; 0.000000
23.500000 ; 0.000000
24.000000 ; 0.000000
24.500000 ; 0.000000
